Apt,Fan,Light,Ac,Fridge,Month,month,fan,light,ac,consumption,monthly consumption,clusterno,,,,,
121,4,6,2,1,Nov,30,1050,2010,120,5040,2376,2,,,,,
121,4,6,2,1,Dec,31,1085,2077,124,5208,2455.2,2,,,,,
122,4,8,2,1,Jan,31,1085,2077,124,5208,2870.6,2,,,,,
122,4,8,2,1,Feb,28,980,1876,112,4704,2592.8,2,,,,,
122,4,8,2,1,Mar,31,1085,2077,124,5208,2870.6,2,,,,,
122,4,8,2,1,Apr,30,3540,2010,1140,5040,11436,2,,,,,
122,4,8,2,1,May,31,3658,2077,1178,5208,11817.2,2,,,,,
122,4,8,2,1,June,30,3540,2010,1140,5040,11436,2,,,,,
122,4,8,2,1,July,31,3658,2077,1178,5208,11817.2,2,,,,,
122,4,8,2,1,Aug,31,3658,2077,1178,5208,11817.2,2,,,,,
122,4,8,2,1,Sept,30,3540,2010,1140,5040,11436,2,,,,,
122,4,8,2,1,Oct,31,3658,2077,1178,5208,11817.2,2,,,,,
122,4,8,2,1,Nov,30,1050,2010,120,5040,2778,2,,,,,
122,4,8,2,1,Dec,31,1085,2077,124,5208,2870.6,2,,,,,
123,5,7,1,1,Jan,31,1085,2077,124,5208,2221.15,1,,,,,
123,5,7,1,1,Feb,28,980,1876,112,4704,2006.2,1,,,,,
123,5,7,1,1,Mar,31,1085,2077,124,5208,2221.15,1,,,,,
123,5,7,1,1,Apr,30,3540,2010,1140,5040,6852,1,,,,,
123,5,7,1,1,May,31,3658,2077,1178,5208,7080.4,1,,,,,
123,5,7,1,1,June,30,3540,2010,1140,5040,6852,1,,,,,
123,5,7,1,1,July,31,3658,2077,1178,5208,7080.4,1,,,,,
123,5,7,1,1,Aug,31,3658,2077,1178,5208,7080.4,1,,,,,
123,5,7,1,1,Sept,30,3540,2010,1140,5040,6852,1,,,,,
123,5,7,1,1,Oct,31,3658,2077,1178,5208,7080.4,1,,,,,
123,5,7,1,1,Nov,30,1050,2010,120,5040,2149.5,1,,,,,
123,5,7,1,1,Dec,31,1085,2077,124,5208,2221.15,1,,,,,
124,5,6,1,1,Jan,31,1085,2077,124,5208,2013.45,1,,,,,
124,5,6,1,1,Feb,28,980,1876,112,4704,1818.6,1,,,,,
124,5,6,1,1,Mar,31,1085,2077,124,5208,2013.45,1,,,,,
124,5,6,1,1,Apr,30,3540,2010,1140,5040,6651,1,,,,,
124,5,6,1,1,May,31,3658,2077,1178,5208,6872.7,1,,,,,
124,5,6,1,1,June,30,3540,2010,1140,5040,6651,1,,,,,
124,5,6,1,1,July,31,3658,2077,1178,5208,6872.7,1,,,,,
124,5,6,1,1,Aug,31,3658,2077,1178,5208,6872.7,1,,,,,
124,5,6,1,1,Sept,30,3540,2010,1140,5040,6651,1,,,,,
124,5,6,1,1,Oct,31,3658,2077,1178,5208,6872.7,1,,,,,
124,5,6,1,1,Nov,30,1050,2010,120,5040,1948.5,1,,,,,
124,5,6,1,1,Dec,31,1085,2077,124,5208,2013.45,1,,,,,
125,5,8,1,1,Jan,31,1085,2077,124,5208,2428.85,1,,,,,
125,5,8,1,1,Feb,28,980,1876,112,4704,2193.8,1,,,,,
125,5,8,1,1,Mar,31,1085,2077,124,5208,2428.85,1,,,,,
125,5,8,1,1,Apr,30,3540,2010,1140,5040,7053,1,,,,,
125,5,8,1,1,May,31,3658,2077,1178,5208,7288.1,1,,,,,
125,5,8,1,1,June,30,3540,2010,1140,5040,7053,1,,,,,
125,5,8,1,1,July,31,3658,2077,1178,5208,7288.1,1,,,,,
125,5,8,1,1,Aug,31,3658,2077,1178,5208,7288.1,1,,,,,
125,5,8,1,1,Sept,30,3540,2010,1140,5040,7053,1,,,,,
125,5,8,1,1,Oct,31,3658,2077,1178,5208,7288.1,1,,,,,
125,5,8,1,1,Nov,30,1050,2010,120,5040,2350.5,1,,,,,
125,5,8,1,1,Dec,31,1085,2077,124,5208,2428.85,1,,,,,
126,5,7,0,1,Jan,31,1085,2077,124,5208,1725.15,3,,,,,
126,5,7,0,1,Feb,28,980,1876,112,4704,1558.2,3,,,,,
126,5,7,0,1,Mar,31,1085,2077,124,5208,1725.15,3,,,,,
126,5,7,0,1,Apr,30,3540,2010,1140,5040,2292,3,,,,,
126,5,7,0,1,May,31,3658,2077,1178,5208,2368.4,3,,,,,
126,5,7,0,1,June,30,3540,2010,1140,5040,2292,3,,,,,
126,5,7,0,1,July,31,3658,2077,1178,5208,2368.4,3,,,,,
126,5,7,0,1,Aug,31,3658,2077,1178,5208,2368.4,3,,,,,
126,5,7,0,1,Sept,30,3540,2010,1140,5040,2292,3,,,,,
126,5,7,0,1,Oct,31,3658,2077,1178,5208,2368.4,3,,,,,
126,5,7,0,1,Nov,30,1050,2010,120,5040,1669.5,3,,,,,
126,5,7,0,1,Dec,31,1085,2077,124,5208,1725.15,3,,,,,
127,5,6,0,1,Jan,31,1085,2077,124,5208,1517.45,3,,,,,
127,5,6,0,1,Feb,28,980,1876,112,4704,1370.6,3,,,,,
127,5,6,0,1,Mar,31,1085,2077,124,5208,1517.45,3,,,,,
127,5,6,0,1,Apr,30,3540,2010,1140,5040,2091,3,,,,,
127,5,6,0,1,May,31,3658,2077,1178,5208,2160.7,3,,,,,
127,5,6,0,1,June,30,3540,2010,1140,5040,2091,3,,,,,
127,5,6,0,1,July,31,3658,2077,1178,5208,2160.7,3,,,,,
127,5,6,0,1,Aug,31,3658,2077,1178,5208,2160.7,3,,,,,
127,5,6,0,1,Sept,30,3540,2010,1140,5040,2091,3,,,,,
127,5,6,0,1,Oct,31,3658,2077,1178,5208,2160.7,3,,,,,
127,5,6,0,1,Nov,30,1050,2010,120,5040,1468.5,3,,,,,
127,5,6,0,1,Dec,31,1085,2077,124,5208,1517.45,3,,,,,
128,5,8,0,1,Jan,31,1085,2077,124,5208,1932.85,3,,,,,
128,5,8,0,1,Feb,28,980,1876,112,4704,1745.8,3,,,,,
128,5,8,0,1,Mar,31,1085,2077,124,5208,1932.85,3,,,,,
128,5,8,0,1,Apr,30,3540,2010,1140,5040,2493,3,,,,,
128,5,8,0,1,May,31,3658,2077,1178,5208,2576.1,3,,,,,
128,5,8,0,1,June,30,3540,2010,1140,5040,2493,3,,,,,
128,5,8,0,1,July,31,3658,2077,1178,5208,2576.1,3,,,,,
128,5,8,0,1,Aug,31,3658,2077,1178,5208,2576.1,3,,,,,
128,5,8,0,1,Sept,30,3540,2010,1140,5040,2493,3,,,,,
128,5,8,0,1,Oct,31,3658,2077,1178,5208,2576.1,3,,,,,
128,5,8,0,1,Nov,30,1050,2010,120,5040,1870.5,3,,,,,
128,5,8,0,1,Dec,31,1085,2077,124,5208,1932.85,3,,,,,
129,5,7,2,1,Jan,31,1085,2077,124,5208,2717.15,2,,,,,
129,5,7,2,1,Feb,28,980,1876,112,4704,2454.2,2,,,,,
129,5,7,2,1,Mar,31,1085,2077,124,5208,2717.15,2,,,,,
129,5,7,2,1,Apr,30,3540,2010,1140,5040,11412,2,,,,,
129,5,7,2,1,May,31,3658,2077,1178,5208,11792.4,2,,,,,
129,5,7,2,1,June,30,3540,2010,1140,5040,11412,2,,,,,
129,5,7,2,1,July,31,3658,2077,1178,5208,11792.4,2,,,,,
129,5,7,2,1,Aug,31,3658,2077,1178,5208,11792.4,2,,,,,
129,5,7,2,1,Sept,30,3540,2010,1140,5040,11412,2,,,,,
129,5,7,2,1,Oct,31,3658,2077,1178,5208,11792.4,2,,,,,
129,5,7,2,1,Nov,30,1050,2010,120,5040,2629.5,2,,,,,
129,5,7,2,1,Dec,31,1085,2077,124,5208,2717.15,2,,,,,
130,5,6,2,1,Jan,31,1085,2077,124,5208,2509.45,2,,,,,
130,5,6,2,1,Feb,28,980,1876,112,4704,2266.6,2,,,,,
130,5,6,2,1,Mar,31,1085,2077,124,5208,2509.45,2,,,,,
130,5,6,2,1,Apr,30,3540,2010,1140,5040,11211,2,,,,,
130,5,6,2,1,May,31,3658,2077,1178,5208,11584.7,2,,,,,
130,5,6,2,1,June,30,3540,2010,1140,5040,11211,2,,,,,
130,5,6,2,1,July,31,3658,2077,1178,5208,11584.7,2,,,,,
130,5,6,2,1,Aug,31,3658,2077,1178,5208,11584.7,2,,,,,
130,5,6,2,1,Sept,30,3540,2010,1140,5040,11211,2,,,,,
130,5,6,2,1,Oct,31,3658,2077,1178,5208,11584.7,2,,,,,
130,5,6,2,1,Nov,30,1050,2010,120,5040,2428.5,2,,,,,
130,5,6,2,1,Dec,31,1085,2077,124,5208,2509.45,2,,,,,
131,5,8,2,1,Jan,31,1085,2077,124,5208,2924.85,2,,,,,
131,5,8,2,1,Feb,28,980,1876,112,4704,2641.8,2,,,,,
131,5,8,2,1,Mar,31,1085,2077,124,5208,2924.85,2,,,,,
131,5,8,2,1,Apr,30,3540,2010,1140,5040,11613,2,,,,,
131,5,8,2,1,May,31,3658,2077,1178,5208,12000.1,2,,,,,
131,5,8,2,1,June,30,3540,2010,1140,5040,11613,2,,,,,
131,5,8,2,1,July,31,3658,2077,1178,5208,12000.1,2,,,,,
131,5,8,2,1,Aug,31,3658,2077,1178,5208,12000.1,2,,,,,
131,5,8,2,1,Sept,30,3540,2010,1140,5040,11613,2,,,,,
131,5,8,2,1,Oct,31,3658,2077,1178,5208,12000.1,2,,,,,
131,5,8,2,1,Nov,30,1050,2010,120,5040,2830.5,2,,,,,
131,5,8,2,1,Dec,31,1085,2077,124,5208,2924.85,2,,,,,
132,6,7,1,1,Jan,31,1085,2077,124,5208,2275.4,1,,,,,
132,6,7,1,1,Feb,28,980,1876,112,4704,2055.2,1,,,,,
132,6,7,1,1,Mar,31,1085,2077,124,5208,2275.4,1,,,,,
132,6,7,1,1,Apr,30,3540,2010,1140,5040,7029,1,,,,,
132,6,7,1,1,May,31,3658,2077,1178,5208,7263.3,1,,,,,
132,6,7,1,1,June,30,3540,2010,1140,5040,7029,1,,,,,
132,6,7,1,1,July,31,3658,2077,1178,5208,7263.3,1,,,,,
132,6,7,1,1,Aug,31,3658,2077,1178,5208,7263.3,1,,,,,
132,6,7,1,1,Sept,30,3540,2010,1140,5040,7029,1,,,,,
132,6,7,1,1,Oct,31,3658,2077,1178,5208,7263.3,1,,,,,
132,6,7,1,1,Nov,30,1050,2010,120,5040,2202,1,,,,,
132,6,7,1,1,Dec,31,1085,2077,124,5208,2275.4,1,,,,,
133,6,6,1,1,Jan,31,1085,2077,124,5208,2067.7,1,,,,,
133,6,6,1,1,Feb,28,980,1876,112,4704,1867.6,1,,,,,
133,6,6,1,1,Mar,31,1085,2077,124,5208,2067.7,1,,,,,
133,6,6,1,1,Apr,30,3540,2010,1140,5040,6828,1,,,,,
133,6,6,1,1,May,31,3658,2077,1178,5208,7055.6,1,,,,,
133,6,6,1,1,June,30,3540,2010,1140,5040,6828,1,,,,,
133,6,6,1,1,July,31,3658,2077,1178,5208,7055.6,1,,,,,
133,6,6,1,1,Aug,31,3658,2077,1178,5208,7055.6,1,,,,,
133,6,6,1,1,Sept,30,3540,2010,1140,5040,6828,1,,,,,
133,6,6,1,1,Oct,31,3658,2077,1178,5208,7055.6,1,,,,,
133,6,6,1,1,Nov,30,1050,2010,120,5040,2001,1,,,,,
133,6,6,1,1,Dec,31,1085,2077,124,5208,2067.7,1,,,,,
134,6,8,1,1,Jan,31,1085,2077,124,5208,2483.1,1,,,,,
134,6,8,1,1,Feb,28,980,1876,112,4704,2242.8,1,,,,,
134,6,8,1,1,Mar,31,1085,2077,124,5208,2483.1,1,,,,,
134,6,8,1,1,Apr,30,3540,2010,1140,5040,7230,1,,,,,
134,6,8,1,1,May,31,3658,2077,1178,5208,7471,1,,,,,
134,6,8,1,1,June,30,3540,2010,1140,5040,7230,1,,,,,
134,6,8,1,1,July,31,3658,2077,1178,5208,7471,1,,,,,
134,6,8,1,1,Aug,31,3658,2077,1178,5208,7471,1,,,,,
134,6,8,1,1,Sept,30,3540,2010,1140,5040,7230,1,,,,,
134,6,8,1,1,Oct,31,3658,2077,1178,5208,7471,1,,,,,
134,6,8,1,1,Nov,30,1050,2010,120,5040,2403,1,,,,,
134,6,8,1,1,Dec,31,1085,2077,124,5208,2483.1,1,,,,,
135,6,7,0,1,Jan,31,1085,2077,124,5208,1779.4,3,,,,,
135,6,7,0,1,Feb,28,980,1876,112,4704,1607.2,3,,,,,
135,6,7,0,1,Mar,31,1085,2077,124,5208,1779.4,3,,,,,
135,6,7,0,1,Apr,30,3540,2010,1140,5040,2469,3,,,,,
135,6,7,0,1,May,31,3658,2077,1178,5208,2551.3,3,,,,,
135,6,7,0,1,June,30,3540,2010,1140,5040,2469,3,,,,,
135,6,7,0,1,July,31,3658,2077,1178,5208,2551.3,3,,,,,
135,6,7,0,1,Aug,31,3658,2077,1178,5208,2551.3,3,,,,,
135,6,7,0,1,Sept,30,3540,2010,1140,5040,2469,3,,,,,
135,6,7,0,1,Oct,31,3658,2077,1178,5208,2551.3,3,,,,,
135,6,7,0,1,Nov,30,1050,2010,120,5040,1722,3,,,,,
135,6,7,0,1,Dec,31,1085,2077,124,5208,1779.4,3,,,,,
136,6,6,0,1,Jan,31,1085,2077,124,5208,1571.7,3,,,,,
136,6,6,0,1,Feb,28,980,1876,112,4704,1419.6,3,,,,,
136,6,6,0,1,Mar,31,1085,2077,124,5208,1571.7,3,,,,,
136,6,6,0,1,Apr,30,3540,2010,1140,5040,2268,3,,,,,
136,6,6,0,1,May,31,3658,2077,1178,5208,2343.6,3,,,,,
136,6,6,0,1,June,30,3540,2010,1140,5040,2268,3,,,,,
136,6,6,0,1,July,31,3658,2077,1178,5208,2343.6,3,,,,,
136,6,6,0,1,Aug,31,3658,2077,1178,5208,2343.6,3,,,,,
136,6,6,0,1,Sept,30,3540,2010,1140,5040,2268,3,,,,,
136,6,6,0,1,Oct,31,3658,2077,1178,5208,2343.6,3,,,,,
136,6,6,0,1,Nov,30,1050,2010,120,5040,1521,3,,,,,
136,6,6,0,1,Dec,31,1085,2077,124,5208,1571.7,3,,,,,
137,6,8,0,1,Jan,31,1085,2077,124,5208,1987.1,3,,,,,
137,6,8,0,1,Feb,28,980,1876,112,4704,1794.8,3,,,,,
137,6,8,0,1,Mar,31,1085,2077,124,5208,1987.1,3,,,,,
137,6,8,0,1,Apr,30,3540,2010,1140,5040,2670,3,,,,,
137,6,8,0,1,May,31,3658,2077,1178,5208,2759,3,,,,,
137,6,8,0,1,June,30,3540,2010,1140,5040,2670,3,,,,,
137,6,8,0,1,July,31,3658,2077,1178,5208,2759,3,,,,,
137,6,8,0,1,Aug,31,3658,2077,1178,5208,2759,3,,,,,
137,6,8,0,1,Sept,30,3540,2010,1140,5040,2670,3,,,,,
137,6,8,0,1,Oct,31,3658,2077,1178,5208,2759,3,,,,,
137,6,8,0,1,Nov,30,1050,2010,120,5040,1923,3,,,,,
137,6,8,0,1,Dec,31,1085,2077,124,5208,1987.1,3,,,,,
138,6,7,2,1,Jan,31,1085,2077,124,5208,2771.4,2,,,,,
138,6,7,2,1,Feb,28,980,1876,112,4704,2503.2,2,,,,,
138,6,7,2,1,Mar,31,1085,2077,124,5208,2771.4,2,,,,,
138,6,7,2,1,Apr,30,3540,2010,1140,5040,11589,2,,,,,
138,6,7,2,1,May,31,3658,2077,1178,5208,11975.3,2,,,,,
138,6,7,2,1,June,30,3540,2010,1140,5040,11589,2,,,,,
138,6,7,2,1,July,31,3658,2077,1178,5208,11975.3,2,,,,,
138,6,7,2,1,Aug,31,3658,2077,1178,5208,11975.3,2,,,,,
138,6,7,2,1,Sept,30,3540,2010,1140,5040,11589,2,,,,,
138,6,7,2,1,Oct,31,3658,2077,1178,5208,11975.3,2,,,,,
138,6,7,2,1,Nov,30,1050,2010,120,5040,2682,2,,,,,
138,6,7,2,1,Dec,31,1085,2077,124,5208,2771.4,2,,,,,
139,6,6,2,1,Jan,31,1085,2077,124,5208,2563.7,2,,,,,
139,6,6,2,1,Feb,28,980,1876,112,4704,2315.6,2,,,,,
139,6,6,2,1,Mar,31,1085,2077,124,5208,2563.7,2,,,,,
139,6,6,2,1,Apr,30,3540,2010,1140,5040,11388,2,,,,,
139,6,6,2,1,May,31,3658,2077,1178,5208,11767.6,2,,,,,
139,6,6,2,1,June,30,3540,2010,1140,5040,11388,2,,,,,
139,6,6,2,1,July,31,3658,2077,1178,5208,11767.6,2,,,,,
139,6,6,2,1,Aug,31,3658,2077,1178,5208,11767.6,2,,,,,
139,6,6,2,1,Sept,30,3540,2010,1140,5040,11388,2,,,,,
139,6,6,2,1,Oct,31,3658,2077,1178,5208,11767.6,2,,,,,
139,6,6,2,1,Nov,30,1050,2010,120,5040,2481,2,,,,,
139,6,6,2,1,Dec,31,1085,2077,124,5208,2563.7,2,,,,,
140,6,8,2,1,Jan,31,1085,2077,124,5208,2979.1,2,,,,,
140,6,8,2,1,Feb,28,980,1876,112,4704,2690.8,2,,,,,
140,6,8,2,1,Mar,31,1085,2077,124,5208,2979.1,2,,,,,
140,6,8,2,1,Apr,30,3540,2010,1140,5040,11790,2,,,,,
140,6,8,2,1,May,31,3658,2077,1178,5208,12183,2,,,,,
140,6,8,2,1,June,30,3540,2010,1140,5040,11790,2,,,,,
140,6,8,2,1,July,31,3658,2077,1178,5208,12183,2,,,,,
140,6,8,2,1,Aug,31,3658,2077,1178,5208,12183,2,,,,,
140,6,8,2,1,Sept,30,3540,2010,1140,5040,11790,2,,,,,
140,6,8,2,1,Oct,31,3658,2077,1178,5208,12183,2,,,,,
140,6,8,2,1,Nov,30,1050,2010,120,5040,2883,2,,,,,
140,6,8,2,1,Dec,31,1085,2077,124,5208,2979.1,2,,,,,
141,8,15,3,1,Jan,31,1085,2077,124,5208,5037.5,2,,,,,
141,8,15,3,1,Feb,28,980,1876,112,4704,4550,2,,,,,
141,8,15,3,1,Mar,31,1085,2077,124,5208,5037.5,2,,,,,
141,8,15,3,1,Apr,30,3540,2010,1140,5040,18111,2,,,,,
141,8,15,3,1,May,31,3658,2077,1178,5208,18714.7,2,,,,,
141,8,15,3,1,June,30,3540,2010,1140,5040,18111,2,,,,,
141,8,15,3,1,July,31,3658,2077,1178,5208,18714.7,2,,,,,
141,8,15,3,1,Aug,31,3658,2077,1178,5208,18714.7,2,,,,,
141,8,15,3,1,Sept,30,3540,2010,1140,5040,18111,2,,,,,
141,8,15,3,1,Oct,31,3658,2077,1178,5208,18714.7,2,,,,,
141,8,15,3,1,Nov,30,1050,2010,120,5040,4875,2,,,,,
141,8,15,3,1,Dec,31,1085,2077,124,5208,5037.5,2,,,,,
142,8,16,3,1,Jan,31,1085,2077,124,5208,5245.2,2,,,,,
142,8,16,3,1,Feb,28,980,1876,112,4704,4737.6,2,,,,,
142,8,16,3,1,Mar,31,1085,2077,124,5208,5245.2,2,,,,,
142,8,16,3,1,Apr,30,3540,2010,1140,5040,18312,2,,,,,
142,8,16,3,1,May,31,3658,2077,1178,5208,18922.4,2,,,,,
142,8,16,3,1,June,30,3540,2010,1140,5040,18312,2,,,,,
142,8,16,3,1,July,31,3658,2077,1178,5208,18922.4,2,,,,,
142,8,16,3,1,Aug,31,3658,2077,1178,5208,18922.4,2,,,,,
142,8,16,3,1,Sept,30,3540,2010,1140,5040,18312,2,,,,,
142,8,16,3,1,Oct,31,3658,2077,1178,5208,18922.4,2,,,,,
142,8,16,3,1,Nov,30,1050,2010,120,5040,5076,2,,,,,
142,8,16,3,1,Dec,31,1085,2077,124,5208,5245.2,2,,,,,
143,8,14,3,1,Jan,31,1085,2077,124,5208,4829.8,2,,,,,
143,8,14,3,1,Feb,28,980,1876,112,4704,4362.4,2,,,,,
143,8,14,3,1,Mar,31,1085,2077,124,5208,4829.8,2,,,,,
143,8,14,3,1,Apr,30,3540,2010,1140,5040,17910,2,,,,,
143,8,14,3,1,May,31,3658,2077,1178,5208,18507,2,,,,,
143,8,14,3,1,June,30,3540,2010,1140,5040,17910,2,,,,,
143,8,14,3,1,July,31,3658,2077,1178,5208,18507,2,,,,,
143,8,14,3,1,Aug,31,3658,2077,1178,5208,18507,2,,,,,
143,8,14,3,1,Sept,30,3540,2010,1140,5040,17910,2,,,,,
143,8,14,3,1,Oct,31,3658,2077,1178,5208,18507,2,,,,,
143,8,14,3,1,Nov,30,1050,2010,120,5040,4674,2,,,,,
143,8,14,3,1,Dec,31,1085,2077,124,5208,4829.8,2,,,,,
144,8,15,2,1,Jan,31,1085,2077,124,5208,4541.5,2,,,,,
144,8,15,2,1,Feb,28,980,1876,112,4704,4102,2,,,,,
144,8,15,2,1,Mar,31,1085,2077,124,5208,4541.5,2,,,,,
144,8,15,2,1,Apr,30,3540,2010,1140,5040,13551,2,,,,,
144,8,15,2,1,May,31,3658,2077,1178,5208,14002.7,2,,,,,
144,8,15,2,1,June,30,3540,2010,1140,5040,13551,2,,,,,
144,8,15,2,1,July,31,3658,2077,1178,5208,14002.7,2,,,,,
144,8,15,2,1,Aug,31,3658,2077,1178,5208,14002.7,2,,,,,
144,8,15,2,1,Sept,30,3540,2010,1140,5040,13551,2,,,,,
144,8,15,2,1,Oct,31,3658,2077,1178,5208,14002.7,2,,,,,
144,8,15,2,1,Nov,30,1050,2010,120,5040,4395,2,,,,,
144,8,15,2,1,Dec,31,1085,2077,124,5208,4541.5,2,,,,,
145,8,16,2,1,Jan,31,1085,2077,124,5208,4749.2,2,,,,,
145,8,16,2,1,Feb,28,980,1876,112,4704,4289.6,2,,,,,
145,8,16,2,1,Mar,31,1085,2077,124,5208,4749.2,2,,,,,
145,8,16,2,1,Apr,30,3540,2010,1140,5040,13752,2,,,,,
145,8,16,2,1,May,31,3658,2077,1178,5208,14210.4,2,,,,,
145,8,16,2,1,June,30,3540,2010,1140,5040,13752,2,,,,,
145,8,16,2,1,July,31,3658,2077,1178,5208,14210.4,2,,,,,
145,8,16,2,1,Aug,31,3658,2077,1178,5208,14210.4,2,,,,,
145,8,16,2,1,Sept,30,3540,2010,1140,5040,13752,2,,,,,
145,8,16,2,1,Oct,31,3658,2077,1178,5208,14210.4,2,,,,,
145,8,16,2,1,Nov,30,1050,2010,120,5040,4596,2,,,,,
145,8,16,2,1,Dec,31,1085,2077,124,5208,4749.2,2,,,,,
146,8,14,2,1,Jan,31,1085,2077,124,5208,4333.8,2,,,,,
146,8,14,2,1,Feb,28,980,1876,112,4704,3914.4,2,,,,,
146,8,14,2,1,Mar,31,1085,2077,124,5208,4333.8,2,,,,,
146,8,14,2,1,Apr,30,3540,2010,1140,5040,13350,2,,,,,
146,8,14,2,1,May,31,3658,2077,1178,5208,13795,2,,,,,
146,8,14,2,1,June,30,3540,2010,1140,5040,13350,2,,,,,
146,8,14,2,1,July,31,3658,2077,1178,5208,13795,2,,,,,
146,8,14,2,1,Aug,31,3658,2077,1178,5208,13795,2,,,,,
146,8,14,2,1,Sept,30,3540,2010,1140,5040,13350,2,,,,,
146,8,14,2,1,Oct,31,3658,2077,1178,5208,13795,2,,,,,
146,8,14,2,1,Nov,30,1050,2010,120,5040,4194,2,,,,,
146,8,14,2,1,Dec,31,1085,2077,124,5208,4333.8,2,,,,,
147,8,15,1,1,Jan,31,1085,2077,124,5208,4045.5,1,,,,,
147,8,15,1,1,Feb,28,980,1876,112,4704,3654,1,,,,,
147,8,15,1,1,Mar,31,1085,2077,124,5208,4045.5,1,,,,,
147,8,15,1,1,Apr,30,3540,2010,1140,5040,8991,1,,,,,
147,8,15,1,1,May,31,3658,2077,1178,5208,9290.7,1,,,,,
147,8,15,1,1,June,30,3540,2010,1140,5040,8991,1,,,,,
147,8,15,1,1,July,31,3658,2077,1178,5208,9290.7,1,,,,,
147,8,15,1,1,Aug,31,3658,2077,1178,5208,9290.7,1,,,,,
147,8,15,1,1,Sept,30,3540,2010,1140,5040,8991,1,,,,,
147,8,15,1,1,Oct,31,3658,2077,1178,5208,9290.7,1,,,,,
147,8,15,1,1,Nov,30,1050,2010,120,5040,3915,1,,,,,
147,8,15,1,1,Dec,31,1085,2077,124,5208,4045.5,1,,,,,
148,8,16,1,1,Jan,31,1085,2077,124,5208,4253.2,1,,,,,
148,8,16,1,1,Feb,28,980,1876,112,4704,3841.6,1,,,,,
148,8,16,1,1,Mar,31,1085,2077,124,5208,4253.2,1,,,,,
148,8,16,1,1,Apr,30,3540,2010,1140,5040,9192,1,,,,,
148,8,16,1,1,May,31,3658,2077,1178,5208,9498.4,1,,,,,
148,8,16,1,1,June,30,3540,2010,1140,5040,9192,1,,,,,
148,8,16,1,1,July,31,3658,2077,1178,5208,9498.4,1,,,,,
148,8,16,1,1,Aug,31,3658,2077,1178,5208,9498.4,1,,,,,
148,8,16,1,1,Sept,30,3540,2010,1140,5040,9192,1,,,,,
148,8,16,1,1,Oct,31,3658,2077,1178,5208,9498.4,1,,,,,
148,8,16,1,1,Nov,30,1050,2010,120,5040,4116,1,,,,,
148,8,16,1,1,Dec,31,1085,2077,124,5208,4253.2,1,,,,,
149,8,14,1,1,Jan,31,1085,2077,124,5208,3837.8,1,,,,,
149,8,14,1,1,Feb,28,980,1876,112,4704,3466.4,1,,,,,
149,8,14,1,1,Mar,31,1085,2077,124,5208,3837.8,1,,,,,
149,8,14,1,1,Apr,30,3540,2010,1140,5040,8790,1,,,,,
149,8,14,1,1,May,31,3658,2077,1178,5208,9083,1,,,,,
149,8,14,1,1,June,30,3540,2010,1140,5040,8790,1,,,,,
149,8,14,1,1,July,31,3658,2077,1178,5208,9083,1,,,,,
149,8,14,1,1,Aug,31,3658,2077,1178,5208,9083,1,,,,,
149,8,14,1,1,Sept,30,3540,2010,1140,5040,8790,1,,,,,
149,8,14,1,1,Oct,31,3658,2077,1178,5208,9083,1,,,,,
149,8,14,1,1,Nov,30,1050,2010,120,5040,3714,1,,,,,
149,8,14,1,1,Dec,31,1085,2077,124,5208,3837.8,1,,,,,
150,9,15,3,1,Jan,31,1085,2077,124,5208,5091.75,2,,,,,
150,9,15,3,1,Feb,28,980,1876,112,4704,4599,2,,,,,
150,9,15,3,1,Mar,31,1085,2077,124,5208,5091.75,2,,,,,
150,9,15,3,1,Apr,30,3540,2010,1140,5040,18288,2,,,,,
150,9,15,3,1,May,31,3658,2077,1178,5208,18897.6,2,,,,,
150,9,15,3,1,June,30,3540,2010,1140,5040,18288,2,,,,,
150,9,15,3,1,July,31,3658,2077,1178,5208,18897.6,2,,,,,
150,9,15,3,1,Aug,31,3658,2077,1178,5208,18897.6,2,,,,,
150,9,15,3,1,Sept,30,3540,2010,1140,5040,18288,2,,,,,
150,9,15,3,1,Oct,31,3658,2077,1178,5208,18897.6,2,,,,,
150,9,15,3,1,Nov,30,1050,2010,120,5040,4927.5,2,,,,,
150,9,15,3,1,Dec,31,1085,2077,124,5208,5091.75,2,,,,,
151,9,16,3,1,Jan,31,1085,2077,124,5208,5299.45,2,,,,,
151,9,16,3,1,Feb,28,980,1876,112,4704,4786.6,2,,,,,
151,9,16,3,1,Mar,31,1085,2077,124,5208,5299.45,2,,,,,
151,9,16,3,1,Apr,30,3540,2010,1140,5040,18489,2,,,,,
151,9,16,3,1,May,31,3658,2077,1178,5208,19105.3,2,,,,,
151,9,16,3,1,June,30,3540,2010,1140,5040,18489,2,,,,,
151,9,16,3,1,July,31,3658,2077,1178,5208,19105.3,2,,,,,
151,9,16,3,1,Aug,31,3658,2077,1178,5208,19105.3,2,,,,,
151,9,16,3,1,Sept,30,3540,2010,1140,5040,18489,2,,,,,
151,9,16,3,1,Oct,31,3658,2077,1178,5208,19105.3,2,,,,,
151,9,16,3,1,Nov,30,1050,2010,120,5040,5128.5,2,,,,,
151,9,16,3,1,Dec,31,1085,2077,124,5208,5299.45,2,,,,,
152,9,14,3,1,Jan,31,1085,2077,124,5208,4884.05,2,,,,,
152,9,14,3,1,Feb,28,980,1876,112,4704,4411.4,2,,,,,
